1132803453.08	2.50	43.18	Low_Frequency_Burst
1132648115.19	0.50	7.56	Power_Line
1133129656.88	3.50	23.46	Low_Frequency_Burst
1134910109.72	1.33	9.31	Scratchy
1134916657.37	4.06	60.88	Low_Frequency_Burst
1133483277.19	0.75	9.26	Power_Line
1134922316.86	0.30	8.18	Scratchy
1133179778.38	5.50	222.79	Low_Frequency_Burst
1134911425.16	1.36	7.91	Scratchy
1132726354.44	1.00	9.85	Power_Line
1133072312.38	4.78	85.35	Low_Frequency_Burst
1134906806.65	0.17	7.92	Scratchy
1134915963.78	4.44	11.50	Scratchy
1132674731.19	1.62	10.28	Scattered_Light
1133211347.06	0.88	9.40	Power_Line
1132768820.94	0.75	7.98	Power_Line
1133259308.88	3.06	23.45	Low_Frequency_Burst
1134464811.88	7.00	65.59	Low_Frequency_Burst
1134827051.19	3.13	20.44	Low_Frequency_Burst
1133445774.05	1.00	12.68	Low_Frequency_Burst
1132683240.19	1.00	7.97	Scattered_Light
1133896830.88	1.75	41.55	Scattered_Light
1132714958.69	1.12	9.63	Power_Line
1133335201.19	0.51	8.80	Power_Line
1133250940.69	0.88	8.13	Power_Line
1134920267.28	1.39	8.41	Scratchy
1134385372.69	0.90	9.25	Power_Line
1134287435.56	0.62	8.57	Power_Line
1134321452.81	0.62	7.62	Power_Line
1133414179.94	0.94	11.21	Power_Line
1133337191.06	1.00	9.25	Power_Line
1133206622.11	3.00	12.93	Low_Frequency_Burst
1132621630.31	3.88	45.91	Scattered_Light
1133491193.81	1.09	8.87	Power_Line
1132732876.06	0.55	7.61	Power_Line
1134922186.47	7.94	9.46	Scratchy
1134918015.51	0.14	7.73	Scratchy
1134906652.22	2.59	8.70	Scratchy
1134875917.81	2.32	9.82	Scattered_Light
1132770739.44	0.62	9.21	Power_Line
1133467221.94	0.50	7.76	Power_Line
1134539381.72	2.25	13.04	Low_Frequency_Burst
1132734503.69	2.08	11.88	Power_Line
1132545162.34	0.38	7.74	Power_Line
1133326408.31	0.88	9.17	Power_Line
1132720616.34	1.60	11.41	Low_Frequency_Burst
1132726904.13	1.12	7.59	Scattered_Light
1133104701.59	14.25	62.08	Low_Frequency_Burst
1133333771.44	0.91	8.19	Power_Line
1132674290.88	2.29	11.47	Scattered_Light
1133887267.19	0.66	8.89	Power_Line
1134517159.69	0.59	8.31	Power_Line
1132626103.56	0.62	8.61	Power_Line
1133177973.06	0.62	7.75	Power_Line
1132733611.19	1.25	7.57	Power_Line
1132726037.19	3.38	10.21	Power_Line
1134907289.80	1.38	7.72	Scratchy
1133340822.94	0.68	8.01	Power_Line
1134149816.69	1.00	9.53	Scattered_Light
1133468302.94	0.62	7.73	Power_Line
1133403205.82	3.00	39.39	Low_Frequency_Burst
1134209724.25	4.76	62.37	Low_Frequency_Burst
1134906806.99	0.16	7.96	Scratchy
1133447458.19	0.53	7.51	Power_Line
1133482147.06	0.62	8.03	Power_Line
1134464845.83	0.81	8.95	Low_Frequency_Burst
1133335604.69	2.00	8.86	Power_Line
1134920771.91	2.25	8.86	Scratchy
1133330983.31	1.00	8.15	Power_Line
1134914220.79	0.09	8.22	Scratchy
1132639179.19	1.15	7.79	Power_Line
1132714506.56	0.56	8.48	Power_Line
1133404232.81	0.88	9.88	Power_Line
1133169296.19	1.00	7.69	Power_Line
1132733125.31	1.00	8.41	Power_Line
1133532558.81	0.50	7.75	Power_Line
1133079845.94	0.86	8.05	Power_Line
1132767836.94	0.62	8.45	Power_Line
1133337157.94	0.96	7.58	Power_Line
1132740688.56	0.50	8.43	Power_Line
1133891167.81	3.59	33.74	Low_Frequency_Burst
1133498696.56	0.88	10.35	Power_Line
1133194728.38	1.50	11.93	Scattered_Light
1133179635.88	1.00	7.66	Low_Frequency_Lines
1133677035.81	1.00	8.30	Power_Line
1133288186.06	0.50	8.05	Power_Line
1133211307.56	0.50	7.91	Power_Line
1132767130.38	1.50	7.51	Scattered_Light
1132732491.19	0.94	9.23	Power_Line
1134165214.31	0.62	9.33	Power_Line
1134803146.03	3.25	13.59	Low_Frequency_Burst
1133054787.13	1.75	8.40	Low_Frequency_Lines
1134491723.16	0.94	7.98	Scratchy
1134919557.92	0.48	7.51	Scratchy
1132714406.09	0.50	7.85	Power_Line
1134915957.78	3.06	8.38	Scratchy
1132766837.06	0.75	8.58	Power_Line
1132674270.13	2.88	18.10	Scattered_Light
1133079062.06	1.25	7.59	Power_Line
1133109632.94	1.25	9.80	Power_Line
1132725601.94	0.82	8.89	Power_Line
1132890195.88	1.50	7.84	Low_Frequency_Lines
1132806561.06	0.50	8.51	Power_Line
1132799556.13	2.00	7.86	Low_Frequency_Lines
1133536184.81	0.50	7.94	Power_Line
1133735304.81	0.62	9.16	Power_Line
1134335405.58	3.00	10.85	Low_Frequency_Burst
1133444362.81	0.56	8.07	Power_Line
1133404578.13	5.83	17.55	Low_Frequency_Burst
1133474380.81	0.62	8.26	Power_Line
1132780229.69	0.74	7.96	Power_Line
1133333252.94	0.38	7.84	Power_Line
1134909907.28	3.94	9.32	Scratchy
1133787978.13	1.81	9.79	Scattered_Light
1133340066.81	1.46	11.64	Power_Line
1132824071.06	0.88	8.86	Power_Line
1133478468.94	0.75	7.98	Power_Line
1134016917.56	0.50	7.83	Power_Line
1132912427.53	4.27	35.01	Scattered_Light
1132634898.81	0.75	7.93	Power_Line
1132674705.81	1.38	9.43	Scattered_Light
1132547296.56	0.62	9.20	Power_Line
1132738352.44	1.06	8.51	Power_Line
1133896849.84	2.06	12.11	Scattered_Light
1133144841.69	0.66	7.80	Power_Line
1133295662.19	0.91	7.54	Power_Line
1132878293.13	2.00	8.28	Low_Frequency_Lines
1134917870.20	2.58	8.93	Scratchy
1133687769.19	1.50	9.27	Power_Line
1133294644.44	0.75	9.01	Power_Line
1133404862.19	0.62	8.02	Power_Line
1133119460.45	1.22	7.74	Scratchy
1133303662.69	0.62	8.16	Power_Line
1133336833.94	0.75	11.22	Power_Line
1134157616.69	2.12	8.98	Scattered_Light
1134913801.62	0.31	7.77	Scratchy
1133089898.22	1.38	8.69	Power_Line
1133069111.04	3.00	23.98	Low_Frequency_Burst
1134513255.45	1.50	8.62	Low_Frequency_Burst
1133335255.94	1.50	9.73	Power_Line
1133296395.06	0.50	7.59	Power_Line
1133682319.38	1.75	8.23	Low_Frequency_Lines
1133119460.86	0.97	10.66	Scratchy
1132761539.63	2.50	17.71	Scattered_Light
1133149814.69	0.62	7.66	Power_Line
1133107611.39	2.50	11.43	Low_Frequency_Burst
1134917703.98	2.32	9.31	Scratchy
1133000640.13	1.75	8.33	Low_Frequency_Lines
1133053116.41	3.00	15.86	Low_Frequency_Burst
1133467276.94	1.00	8.95	Power_Line
1132721909.19	0.62	8.05	Power_Line
1132583311.44	0.88	13.99	Low_Frequency_Burst
1133456440.44	0.62	10.73	Power_Line
1133346015.94	1.50	7.80	Power_Line
1132810183.31	0.50	7.63	Power_Line
1134541941.81	0.50	7.56	Power_Line
1133087981.24	1.09	9.21	Low_Frequency_Burst
1133485579.94	0.72	8.69	Power_Line
1132844450.58	2.00	83.00	Koi_Fish
1133836118.94	0.75	8.51	Power_Line
1133140520.56	0.62	8.05	Power_Line
1133891010.72	2.44	11.83	Scattered_Light
1132738517.56	0.88	8.29	Power_Line
1133474364.06	0.44	7.87	Power_Line
1134986893.52	5.00	29.52	Low_Frequency_Burst
1132823453.06	0.75	9.11	Power_Line
1133542890.44	0.38	7.50	Power_Line
1133069779.71	0.75	10.26	Low_Frequency_Burst
1133340464.06	0.62	9.28	Power_Line
1134352725.31	3.00	11.52	Power_Line
1132780357.06	0.62	8.66	Power_Line
1133071176.06	0.62	8.23	Power_Line
1132641334.06	0.62	9.17	Power_Line
1134774249.25	2.75	16.64	Low_Frequency_Burst
1133467680.69	0.88	11.06	Power_Line
1133895165.94	1.81	8.54	Scattered_Light
1133233505.19	1.12	7.56	Power_Line
1133086030.69	0.68	7.51	Power_Line
1132945013.63	1.97	22.86	Low_Frequency_Burst
1134633589.49	2.50	14.45	Low_Frequency_Burst
1133999970.17	0.62	7.82	Low_Frequency_Burst
1132724672.69	2.00	8.82	Power_Line
1133380189.45	1.50	9.04	Low_Frequency_Burst
1132724587.31	1.00	7.99	Power_Line
1133137484.63	3.12	10.28	Scattered_Light
1133106729.63	1.33	7.70	Low_Frequency_Lines
1134772235.81	8.00	20.20	Low_Frequency_Burst
1132713478.61	0.31	8.77	Low_Frequency_Burst
1134190951.58	1.06	10.96	Low_Frequency_Burst
1134291805.69	1.50	7.70	Low_Frequency_Lines
1132719232.63	1.00	7.52	Low_Frequency_Lines
1132844805.06	0.50	7.96	Power_Line
1132724875.69	1.25	13.03	Power_Line
1134149021.08	3.25	13.26	Low_Frequency_Burst
1133069060.02	0.53	8.33	Low_Frequency_Burst
1132999319.88	1.75	8.21	Low_Frequency_Lines
1132727163.31	1.00	7.52	Power_Line
1132635389.16	1.50	9.57	Low_Frequency_Burst
1132683251.13	2.50	15.88	Scattered_Light
1133339637.19	0.75	8.67	Power_Line
1134907024.31	1.81	9.55	Scratchy
1134788162.61	1.55	10.72	Low_Frequency_Burst
1133334127.69	0.50	8.96	Power_Line
1133086848.38	0.04	8.91	Blip
1132882521.81	0.88	7.67	Power_Line
1134354838.88	2.50	8.70	Low_Frequency_Lines
1133298256.17	1.50	10.96	Low_Frequency_Burst
1133168733.94	1.10	7.67	Power_Line
1132580621.78	0.75	11.12	Low_Frequency_Burst
1133194688.81	1.72	7.81	Scattered_Light
1132580431.78	1.77	13.88	Low_Frequency_Burst
1133345331.94	0.62	9.89	Power_Line
1133005853.03	0.03	11.17	Blip
1134491375.44	0.50	7.87	Power_Line
1132726367.69	0.62	8.51	Power_Line
1133301396.31	0.57	8.57	Power_Line
1133140117.81	0.86	7.65	Power_Line
1134915952.53	1.00	9.68	Scratchy
1132803926.61	0.44	9.47	Low_Frequency_Burst
1133145237.20	5.00	11.72	Scratchy
1133083203.53	0.55	8.37	Power_Line
1132745835.81	0.50	7.59	Power_Line
1134309114.81	0.50	7.79	Power_Line
1132780713.56	0.62	8.08	Power_Line
1132745347.31	0.75	8.81	Power_Line
1134309758.72	0.50	7.52	Power_Line
1132713066.69	0.50	7.92	Power_Line
1133137451.44	2.75	12.97	Scattered_Light
1133123099.31	2.12	7.86	Power_Line
1133090460.78	0.19	15.94	Blip
1132927817.44	2.15	9.09	Low_Frequency_Burst
1133380582.31	0.75	7.71	Power_Line
1132908749.61	1.25	10.91	Low_Frequency_Burst
1134631775.67	1.75	11.06	Low_Frequency_Burst
1133965796.56	14.03	34.49	Scattered_Light
1133211096.19	0.56	8.49	Power_Line
1134914066.63	0.73	8.51	Scratchy
1132803255.91	3.75	447.27	Low_Frequency_Burst
1132995817.44	0.91	8.55	Power_Line
1133341209.19	0.50	7.91	Power_Line
1133329768.06	0.50	7.69	Power_Line
1132764718.63	1.94	9.91	Scattered_Light
1133507423.69	0.62	9.07	Power_Line
1133475227.19	0.97	8.94	Power_Line
1132803484.94	1.38	15.71	Low_Frequency_Burst
1132771387.59	0.50	7.61	Power_Line
1134863690.67	4.75	12.21	Low_Frequency_Burst
1132811585.19	0.38	8.27	Power_Line
1132924888.32	3.56	14.56	Low_Frequency_Burst
1132785002.19	0.16	11.94	Blip
1132713382.72	1.00	11.45	Low_Frequency_Burst
1134869820.64	2.00	9.35	Low_Frequency_Burst
1132890969.94	1.27	8.94	Power_Line
1132965416.81	0.88	9.03	Power_Line
1133303535.63	4.00	9.09	Low_Frequency_Lines
1134542091.97	1.08	9.39	Low_Frequency_Burst
1133088499.94	0.75	8.92	Power_Line
1134908318.72	0.62	8.37	Low_Frequency_Burst
1133332042.96	0.38	27.10	Blip
1133448420.44	1.25	8.93	Power_Line
1133402187.38	1.75	7.53	Low_Frequency_Lines
1133380063.44	0.88	7.84	Power_Line
1132738588.41	6.19	8.74	None_of_the_Above
1133421027.31	1.52	7.54	Power_Line
1133419289.56	1.62	8.69	Power_Line
1133137459.34	4.62	17.38	Scattered_Light
1134346603.33	2.50	10.62	Low_Frequency_Burst
1132882654.44	0.90	8.23	Power_Line
1134252763.69	0.76	8.62	Power_Line
1133417390.69	0.63	7.77	Power_Line
1132645122.81	0.62	7.70	Power_Line
1134792075.76	4.50	59.82	Low_Frequency_Burst
1133482084.56	0.75	9.72	Power_Line
1133679119.81	0.81	8.03	Power_Line
1132881621.31	0.98	8.01	Power_Line
1133942953.94	0.75	8.61	Power_Line
1133656407.31	2.75	14.80	Low_Frequency_Burst
1134335928.55	1.75	10.96	Low_Frequency_Burst
1133298821.19	0.88	8.35	Power_Line
1133902034.19	1.12	8.35	Power_Line
1134999167.14	0.25	27.14	Blip
1134318302.88	1.50	7.51	Low_Frequency_Lines
1133945737.09	1.40	45.61	Koi_Fish
1132724312.19	1.50	9.73	Power_Line
1134304919.81	0.50	7.82	Power_Line
1134911829.42	1.06	7.78	Low_Frequency_Burst
1134471669.63	2.00	7.51	Low_Frequency_Lines
1134541012.92	2.25	10.62	Low_Frequency_Burst
1133373829.19	0.91	8.86	Power_Line
1132640811.64	0.50	8.42	Low_Frequency_Burst
1133080403.94	1.10	7.70	Power_Line
1133498236.88	1.50	7.78	Low_Frequency_Lines
1133674072.38	3.50	31.31	Low_Frequency_Burst
1132781625.94	1.00	8.78	Power_Line
1133336441.81	0.50	8.55	Power_Line
1133785752.11	1.80	12.59	Low_Frequency_Burst
1133403120.38	1.09	7.50	Low_Frequency_Lines
1132833354.56	1.00	8.60	Power_Line
1133254869.90	4.45	216.82	Koi_Fish
1134978346.34	2.25	10.46	Low_Frequency_Burst
1132634165.06	0.77	8.39	Power_Line
1134920262.09	1.25	8.52	Scratchy
1133890986.19	0.94	8.68	Power_Line
1133486508.44	0.50	7.60	Power_Line
1133083205.44	2.12	9.98	Power_Line
1134965293.63	1.50	7.77	Low_Frequency_Lines
1133193892.13	4.25	9.01	Low_Frequency_Lines
1133087845.36	3.07	24.65	Low_Frequency_Burst
1133085780.69	1.12	8.03	Power_Line
1134979136.27	1.50	9.01	Low_Frequency_Burst
1134588512.39	0.11	16.75	Blip
1134505139.38	2.01	14.02	Low_Frequency_Burst
1134631142.60	0.31	8.48	Low_Frequency_Burst
1133743760.31	0.88	7.85	Power_Line
1133941625.56	0.56	8.08	Power_Line
1132583264.55	2.59	32.18	Low_Frequency_Burst
1133416264.63	1.75	7.87	Low_Frequency_Lines
1133106360.92	0.88	8.42	Scratchy
1132803979.45	0.31	14.82	Low_Frequency_Burst
1133507669.11	0.19	18.06	Blip
1133336966.44	0.88	8.21	Power_Line
1134925404.03	0.31	7.90	Scratchy
1132964520.19	0.75	8.33	Power_Line
1132824026.06	0.50	8.31	Power_Line
1133340585.81	0.75	7.76	Power_Line
1134998253.79	0.62	30.44	Repeating_Blips
1132803372.34	1.50	9.17	Low_Frequency_Burst
1132899090.69	0.88	7.62	Power_Line
1132615188.30	3.65	15.89	Low_Frequency_Burst
1133441273.72	0.31	25.39	Blip
1133152780.23	8.50	35.70	Low_Frequency_Burst
1134918129.93	2.76	32.49	Low_Frequency_Burst
1134915724.09	2.38	10.26	Scratchy
1132674607.59	1.81	7.61	Low_Frequency_Burst
1133054137.81	0.75	7.78	Power_Line
1133194600.63	1.75	9.63	Scattered_Light
1134632932.81	3.00	20.22	Low_Frequency_Burst
1133475190.31	0.50	7.53	Power_Line
1133225448.31	1.00	8.07	Power_Line
1134980019.53	2.38	9.21	Low_Frequency_Burst
1134252644.34	2.75	11.15	Low_Frequency_Burst
1132715223.80	1.75	8.28	Low_Frequency_Burst
1134166492.75	6.88	30.20	Low_Frequency_Burst
1133494022.69	1.50	8.34	Power_Line
1132948181.13	1.52	7.59	Low_Frequency_Lines
1132834612.88	1.25	8.00	Low_Frequency_Lines
1132545886.94	1.00	8.00	Power_Line
1134007089.92	2.12	9.68	Low_Frequency_Burst
1132628178.31	0.66	8.41	Power_Line
1133442125.69	0.50	7.86	Power_Line
1134522593.20	1.00	7.97	Low_Frequency_Burst
1132731072.06	1.04	9.96	Power_Line
1133769288.88	3.00	20.52	Low_Frequency_Burst
1132637821.11	4.00	76.09	Low_Frequency_Burst
1134555186.39	0.50	7.72	Low_Frequency_Burst
1134521822.89	1.00	7.95	Low_Frequency_Burst
1132873523.19	0.38	7.85	Power_Line
1132727450.73	1.31	12.81	Low_Frequency_Burst
1133372757.50	0.12	20.65	Blip
1134636494.39	1.50	8.24	Low_Frequency_Burst
1133379864.31	0.50	7.92	Power_Line
1134812799.24	2.06	11.18	Low_Frequency_Burst
1133298414.14	1.27	9.57	Low_Frequency_Burst
1132772986.63	1.25	7.62	Low_Frequency_Lines
1133110734.53	4.00	12.09	Low_Frequency_Burst
1133088405.19	1.62	10.29	Power_Line
1134984744.57	5.75	28.40	Low_Frequency_Burst
1133680120.06	0.62	8.83	Power_Line
1133333289.94	1.25	10.13	Power_Line
1134156128.81	1.75	7.73	Power_Line
1134008684.28	2.00	10.87	Low_Frequency_Burst
1132649528.39	0.67	13.66	Whistle
1132628540.81	0.75	9.11	Power_Line
1134345875.55	3.25	10.43	Low_Frequency_Burst
1133149453.19	0.75	8.38	Power_Line
1134573584.46	1.17	8.03	Whistle
1132505505.38	5.75	37.98	Scattered_Light
1134997253.61	1.75	8.16	Low_Frequency_Burst
1132734834.06	0.78	8.54	Power_Line
1134912510.55	2.25	11.36	Low_Frequency_Burst
1132806277.81	0.91	8.15	Power_Line
1132625763.56	0.62	8.41	Power_Line
1134635413.81	2.88	13.84	Low_Frequency_Burst
1134004103.50	0.43	17.39	Blip
1133060590.66	2.75	16.14	Low_Frequency_Burst
1132813928.67	0.31	7.68	Low_Frequency_Burst
1133107674.52	0.50	7.89	Low_Frequency_Burst
1132651492.44	0.62	7.71	Power_Line
1132552134.38	0.75	9.05	Low_Frequency_Burst
1134829096.21	0.12	11.71	Blip
1132645596.28	1.19	8.59	Power_Line
1132796324.30	1.50	9.65	Low_Frequency_Burst
1134341993.45	2.25	12.28	Low_Frequency_Burst
1133077870.78	6.25	499.31	Low_Frequency_Burst
1132674515.59	5.00	10.52	Scattered_Light
1132718134.51	0.19	10.76	Low_Frequency_Burst
1134366954.52	1.25	8.34	Low_Frequency_Burst
1132800010.17	1.00	9.80	Low_Frequency_Burst
1132726586.56	0.81	8.07	Power_Line
1134378300.98	3.56	21.32	Low_Frequency_Burst
1133944417.56	0.50	7.66	Power_Line
1134011326.32	2.12	327.05	Koi_Fish
1134404061.45	1.57	20.95	Low_Frequency_Burst
1133505263.19	0.78	7.53	Power_Line
1134983780.45	3.65	40.48	Low_Frequency_Burst
1133328263.66	1.12	7.98	Power_Line
1133208927.81	1.38	10.95	Power_Line
1132583245.77	0.25	7.89	Low_Frequency_Burst
1133833585.38	2.06	10.78	Low_Frequency_Lines
1133120312.44	0.75	7.79	Power_Line
1133145238.23	1.48	9.01	Scratchy
1133299005.31	0.88	9.04	Power_Line
1134915965.05	0.27	7.80	Scratchy
1133336605.56	1.75	9.31	Power_Line
1134303096.33	1.75	132.82	Koi_Fish
1134915829.22	1.25	8.14	Scratchy
1133335298.31	0.75	8.41	Power_Line
1132740868.19	0.75	9.03	Power_Line
1134369115.13	2.06	8.12	Low_Frequency_Lines
1132722381.44	0.65	8.80	Power_Line
1133295737.07	6.00	10.66	Low_Frequency_Burst
1132739908.44	0.75	8.21	Power_Line
1132968219.80	1.54	8.70	Low_Frequency_Burst
1132583143.36	1.41	8.91	Low_Frequency_Burst
1133828551.38	1.75	7.95	Low_Frequency_Lines
1133210501.94	0.75	9.09	Power_Line
1132745695.19	0.69	7.67	Power_Line
1132715067.56	1.39	8.69	Power_Line
1134871788.06	1.25	8.38	Scattered_Light
1133291760.91	6.41	495.85	Low_Frequency_Burst
1134556894.66	6.00	371.70	Low_Frequency_Burst
1133340226.94	1.00	7.91	Power_Line
1134521257.21	6.00	26.44	Low_Frequency_Burst
1132624337.67	0.25	25.24	Blip
1132639197.06	5.00	60.64	Low_Frequency_Burst
1132784746.69	0.62	7.97	Power_Line
1133455238.38	2.00	9.23	Low_Frequency_Burst
1133466928.44	0.62	8.25	Power_Line
1134993704.73	2.00	9.91	Low_Frequency_Burst
1134338713.34	1.50	11.78	Low_Frequency_Burst
1132505064.31	4.75	14.54	Scattered_Light
1133209465.44	0.17	20.85	Blip
1134925295.97	4.51	9.21	Scratchy
1132878346.63	2.00	7.75	Low_Frequency_Lines
1133676245.30	2.00	7.89	Low_Frequency_Burst
1134315462.58	3.02	15.70	Low_Frequency_Burst
1132878331.06	1.00	7.53	Power_Line
1133120133.22	0.94	7.72	None_of_the_Above
1132683270.94	3.75	9.68	Scattered_Light
1134262985.63	2.02	7.55	Low_Frequency_Lines
1133836730.91	1.62	9.58	Scratchy
1134823005.66	1.25	8.63	Low_Frequency_Burst
1132583261.59	0.50	9.21	Low_Frequency_Burst
1132546581.19	1.22	8.08	Power_Line
1134983082.88	1.50	8.03	Low_Frequency_Lines
1132727074.06	0.62	7.89	Power_Line
1133503501.84	3.19	46.28	Low_Frequency_Burst
1132841041.31	1.50	7.78	Power_Line
1133501779.94	0.44	7.70	Power_Line
1134565626.13	3.75	10.34	Scattered_Light
1133782638.60	0.12	23.05	Blip
1132886807.20	1.25	9.79	Low_Frequency_Burst
1133013232.88	1.25	8.00	Low_Frequency_Lines
1132803302.97	4.02	203.31	Low_Frequency_Burst
1134572233.75	1.25	7.55	Low_Frequency_Lines
1132803915.83	0.62	9.07	Low_Frequency_Burst
1134295840.69	0.88	7.61	Power_Line
1134909319.16	0.78	7.76	Scratchy
1133132235.35	0.11	8.86	Blip
1133121137.31	1.00	10.16	Power_Line
1134986015.48	1.50	8.06	Low_Frequency_Burst
1132908842.31	5.06	385.08	Low_Frequency_Burst
1133126853.39	0.12	11.58	Blip
1133241569.40	1.50	11.39	Low_Frequency_Burst
1132716324.83	2.00	8.17	Low_Frequency_Burst
1133937514.61	0.09	10.71	Blip
1133264711.53	0.16	14.50	Blip
1133652882.13	2.52	14.71	Low_Frequency_Lines
1134865121.08	0.31	29.34	Repeating_Blips
1134158221.45	0.57	7.77	Whistle
1132718217.15	0.14	10.13	Low_Frequency_Burst
1133481707.69	0.62	7.76	Power_Line
1134151376.69	0.88	7.50	Power_Line
1133146533.34	0.62	7.54	None_of_the_Above
1133478596.73	5.50	379.39	Low_Frequency_Burst
1133069869.77	1.65	14.49	Low_Frequency_Burst
1132624743.43	7.50	37.42	Low_Frequency_Burst
1134620188.27	6.28	22.35	Low_Frequency_Burst
1132583141.10	1.12	8.67	Low_Frequency_Burst
1132583439.76	0.72	10.94	Low_Frequency_Burst
1133468179.56	0.75	7.96	Power_Line
1135000935.63	0.07	13.96	Blip
1134634655.75	3.56	31.82	Low_Frequency_Burst
1132740626.06	0.62	7.51	Power_Line
1134379002.19	1.50	9.27	Low_Frequency_Burst
1134578167.04	0.25	17.43	Blip
1133836594.48	1.50	8.83	Low_Frequency_Burst
1133466842.31	0.50	8.45	Power_Line
1132647431.13	0.64	10.01	Whistle
1132614658.65	10.75	50.30	Low_Frequency_Burst
1133890769.93	3.00	8.29	Low_Frequency_Burst
1134569298.70	3.06	364.81	Koi_Fish
1133964233.19	0.75	7.80	Power_Line
1132824944.06	0.62	8.06	Power_Line
1134351871.23	9.89	95.30	Low_Frequency_Burst
1133504963.36	1.81	43.94	Low_Frequency_Burst
1133296704.25	2.59	12.00	Low_Frequency_Burst
1134542331.77	1.48	7.86	Low_Frequency_Burst
1134336363.95	1.26	8.65	Low_Frequency_Burst
1133292884.87	4.17	40.88	Low_Frequency_Burst
1134466218.67	0.08	8.11	Blip
1133905501.25	0.14	15.27	Blip
1132718120.11	2.87	8.15	Low_Frequency_Burst
1133123639.21	0.12	18.61	Blip
1133167191.27	2.20	118.94	Koi_Fish
1133080722.75	4.00	14.81	Low_Frequency_Lines
1134915468.84	2.27	7.78	Scratchy
1134916793.55	1.50	15.61	Low_Frequency_Burst
1133118332.88	1.89	7.58	Low_Frequency_Lines
1133252725.80	2.00	8.58	Low_Frequency_Burst
1132803412.48	8.00	236.59	Low_Frequency_Burst
1132583435.06	1.25	18.25	Low_Frequency_Burst
1132727407.23	2.87	82.91	Low_Frequency_Burst
1133404952.19	0.50	9.02	Power_Line
1134864189.63	1.75	7.56	Low_Frequency_Lines
1133504766.69	8.75	960.00	Low_Frequency_Burst
1132893704.13	1.50	7.55	Low_Frequency_Lines
1134922174.97	2.62	10.27	Scratchy
1134571583.30	0.12	9.59	Blip
1132735068.16	1.06	7.73	None_of_the_Above
1132732221.81	1.25	8.33	Power_Line
1133207732.13	2.38	10.80	Scattered_Light
1133444809.30	8.00	161.67	Low_Frequency_Burst
1133689506.47	2.25	13.27	Low_Frequency_Burst
1132811926.31	0.69	8.33	Power_Line
1132811971.38	1.25	8.78	Low_Frequency_Lines
1132849289.81	1.12	8.38	Power_Line
1134367732.86	6.50	78.24	Low_Frequency_Burst
1134820783.32	2.56	14.38	Low_Frequency_Burst
1134925437.36	0.30	8.07	Low_Frequency_Burst
1134015586.11	1.50	16.92	Low_Frequency_Burst
1134529348.06	3.25	14.59	Scattered_Light
1132731430.06	0.62	7.64	Power_Line
1134151699.88	5.33	17.60	Low_Frequency_Lines
1132803919.11	4.00	167.77	Low_Frequency_Burst
1133504908.94	2.62	299.77	Low_Frequency_Burst
1133870304.75	1.99	15.59	Low_Frequency_Lines
1133608307.32	0.19	17.64	Blip
1134819224.63	2.73	11.54	Low_Frequency_Burst
1132755788.06	1.22	7.83	Power_Line
